,id,neg,neu,pos,compound,sentiment_score
1855,1468341420427821059,0.0,0.799,0.201,0.8316,Positive
1856,1468328720272441347,0.0,0.328,0.672,0.6249,Positive
1857,1468326089277812743,0.0,0.511,0.489,0.7717,Positive
1858,1468324485917036550,0.0,0.545,0.455,0.9669,Positive
1859,1468322554536411142,0.0,1.0,0.0,0.0,Neutral
1860,1468321098794254337,0.0,1.0,0.0,0.0,Neutral
1861,1468315945739309059,0.0,1.0,0.0,0.0,Neutral
1862,1468314872597209089,0.0,1.0,0.0,0.0,Neutral
1863,1468314382224531457,0.0,0.839,0.161,0.6124,Positive
1864,1468307084278042625,0.0,0.694,0.306,0.7332,Positive
1865,1468305220971249666,0.0,0.42,0.58,0.7845,Positive
1866,1468297136781541377,0.0,1.0,0.0,0.0,Neutral
1867,1468295082210177029,0.162,0.798,0.04,-0.7506,Negative
1868,1468293966647140356,0.0,0.4,0.6,0.6696,Positive
1869,1468293310712356880,0.232,0.768,0.0,-0.9136,Negative
1870,1468288859335237638,0.0,1.0,0.0,0.0,Neutral
1871,1468281980206919684,0.0,1.0,0.0,0.0,Neutral
1872,1468281534562156560,0.0,1.0,0.0,0.0,Neutral
1873,1468280331161718789,0.0,1.0,0.0,0.0,Neutral
1874,1468274935072235521,0.077,0.713,0.211,0.7349,Positive
1875,1468268457183563778,0.0,1.0,0.0,0.0,Neutral
1876,1468268249460662281,0.0,0.943,0.057,0.2023,Positive
1877,1468266917328732168,0.0,0.444,0.556,0.3612,Positive
1878,1468261502578790409,0.122,0.776,0.102,-0.1372,Negative
1879,1468260756026277890,0.0,1.0,0.0,0.0,Neutral
1880,1468256760913969152,0.0,1.0,0.0,0.0,Neutral
1881,1468255788267356168,0.172,0.772,0.056,-0.601,Negative
1882,1468253087643095042,0.032,0.861,0.107,0.6395,Positive
1883,1468250777806417920,0.167,0.792,0.041,-0.717,Negative
1884,1468250530870960135,0.0,0.713,0.287,0.7227,Positive
1885,1468249496983379978,0.0,1.0,0.0,0.0,Neutral
1886,1468248844756520964,0.0,1.0,0.0,0.0,Neutral
1887,1468242650205720587,0.0,0.615,0.385,0.3612,Positive
1888,1468239071638138893,0.0,0.345,0.655,0.2263,Positive
1889,1468233684105023494,0.0,0.444,0.556,0.3612,Positive
1890,1468231434813022224,0.0,1.0,0.0,0.0,Neutral
1891,1468230179847913476,0.0,1.0,0.0,0.0,Neutral
1892,1468229239061233672,0.0,0.806,0.194,0.8364,Positive
1893,1468228608657432586,0.0,1.0,0.0,0.0,Neutral
1894,1468209778316890122,0.024,0.591,0.385,0.9771,Positive
1895,1468209493142032386,0.0,0.508,0.492,0.4404,Positive
1896,1468208663512993794,0.0,1.0,0.0,0.0,Neutral
1897,1468207560339910657,0.286,0.656,0.058,-0.8239,Negative
1898,1468206023341232129,0.089,0.821,0.09,0.0072,Neutral
1899,1468195982584147971,0.0,0.408,0.592,0.4404,Positive
1900,1468195714987696133,0.0,1.0,0.0,0.0,Neutral
1901,1468192005876551682,0.0,1.0,0.0,0.0,Neutral
1902,1468189253779668997,0.0,1.0,0.0,0.0,Neutral
1903,1468182291608449028,0.0,0.312,0.688,0.765,Positive
1904,1468174300863770630,0.178,0.757,0.065,-0.6369,Negative
1905,1468172924918009859,0.0,1.0,0.0,0.0,Neutral
1906,1468165501129932800,0.169,0.598,0.233,0.3481,Positive
1907,1468164784629583872,0.229,0.771,0.0,-0.8585,Negative
1908,1468159582585651200,0.0,0.571,0.429,0.8885,Positive
1909,1468145422246223873,0.0,1.0,0.0,0.0,Neutral
1910,1468142106048794625,0.0,1.0,0.0,0.0,Neutral
1911,1468139997182275588,0.044,0.894,0.062,0.2244,Positive
1912,1468139629643718657,0.0,0.694,0.306,0.296,Positive
1913,1468128257182556163,0.078,0.712,0.21,0.5719,Positive
1914,1468127168727158786,0.0,1.0,0.0,0.0,Neutral
1915,1468124919477071879,0.0,1.0,0.0,0.0,Neutral
1916,1468120991381397505,0.0,1.0,0.0,0.0,Neutral
1917,1468110595866177540,0.0,0.729,0.271,0.3818,Positive
1918,1468085308206026757,0.0,0.508,0.492,0.4404,Positive
1919,1468085308051046400,0.0,1.0,0.0,0.0,Neutral
1920,1468078835585675265,0.0,1.0,0.0,0.0,Neutral
1921,1468078737883238404,0.0,1.0,0.0,0.0,Neutral
1922,1468074974346842115,0.0,1.0,0.0,0.0,Neutral
1923,1468065333562990594,0.18,0.76,0.061,-0.7397,Negative
1924,1468061791309778944,0.0,1.0,0.0,0.0,Neutral
1925,1468057737170874368,0.0,0.408,0.592,0.4404,Positive
1926,1468051568469557251,0.0,1.0,0.0,0.0,Neutral
1927,1468043105291337728,0.0,0.64,0.36,0.908,Positive
1928,1468036146655494146,0.053,0.764,0.183,0.6866,Positive
1929,1468035912189853700,0.0,0.764,0.236,0.9001,Positive
1930,1468014770410299392,0.484,0.343,0.173,-0.9135,Negative
1931,1467990233560014848,0.0,0.556,0.444,0.8316,Positive
1932,1467989234933923842,0.0,0.545,0.455,0.3612,Positive
1933,1467986141081075715,0.0,0.753,0.247,0.3182,Positive
1934,1467982248083349513,0.0,1.0,0.0,0.0,Neutral
1935,1467963407940956161,0.079,0.742,0.178,0.6925,Positive
1936,1467963363288391698,0.0,1.0,0.0,0.0,Neutral
1937,1467963276768260104,0.0,1.0,0.0,0.0,Neutral
1938,1467963245231325189,0.079,0.742,0.178,0.6925,Positive
1939,1467963210028486663,0.079,0.742,0.178,0.6925,Positive
1940,1467963128809992198,0.0,0.906,0.094,0.5229,Positive
1941,1467962878829514754,0.0,1.0,0.0,0.0,Neutral
1942,1467962612579188744,0.079,0.742,0.178,0.6925,Positive
1943,1467962585282658307,0.0,1.0,0.0,0.0,Neutral
1944,1467962550977445899,0.0,1.0,0.0,0.0,Neutral
1945,1467962326158647297,0.0,0.849,0.151,0.4926,Positive
1946,1467962234156503049,0.079,0.742,0.178,0.6925,Positive
1947,1467962172382789645,0.079,0.742,0.178,0.6925,Positive
1948,1467962039180181517,0.087,0.718,0.195,0.6925,Positive
1949,1467961997962711047,0.087,0.718,0.195,0.6925,Positive
1950,1467961878118862848,0.085,0.723,0.191,0.6925,Positive
1951,1467961662435176450,0.095,0.743,0.162,0.4983,Positive
1952,1467961368758394881,0.123,0.877,0.0,-0.68,Negative
1953,1467961096044568576,0.093,0.781,0.127,0.4102,Positive
1954,1467960872228249603,0.093,0.781,0.127,0.4102,Positive
1955,1467960634318934020,0.0,0.765,0.235,0.8844,Positive
1956,1467960378521001985,0.0,0.769,0.231,0.8856,Positive
1957,1467960100031799298,0.107,0.597,0.296,0.7906,Positive
1958,1467959953801502720,0.0,1.0,0.0,0.0,Neutral
1959,1467959712482267146,0.0,1.0,0.0,0.0,Neutral
1960,1467959671361318913,0.048,0.876,0.076,0.2603,Positive
1961,1467958259910860808,0.0,0.907,0.093,0.6369,Positive
1962,1467956249522278400,0.0,0.826,0.174,0.6467,Positive
1963,1467951835273175050,0.0,0.786,0.214,0.6,Positive
1964,1467948913432969227,0.0,1.0,0.0,0.0,Neutral
1965,1467945975113211907,0.0,1.0,0.0,0.0,Neutral
1966,1467943074642997253,0.0,0.769,0.231,0.2732,Positive
1967,1467940391580225537,0.0,0.813,0.187,0.3182,Positive
1968,1467940162160242691,0.0,0.781,0.219,0.6369,Positive
1969,1467939982258184192,0.17,0.666,0.163,-0.024,Neutral
1970,1467939861898407936,0.0,0.714,0.286,0.6808,Positive
1971,1467939680343797768,0.0,1.0,0.0,0.0,Neutral
1972,1467939540279173122,0.0,1.0,0.0,0.0,Neutral
1973,1467939407122644998,0.0,0.758,0.242,0.4939,Positive
1974,1467939254206615562,0.0,1.0,0.0,0.0,Neutral
1975,1467938999956344838,0.0,1.0,0.0,0.0,Neutral
1976,1467938847589863430,0.147,0.76,0.093,-0.3131,Negative
1977,1467938628789755907,0.0,0.778,0.222,0.717,Positive
1978,1467938402653904896,0.0,0.809,0.191,0.7644,Positive
1979,1467938117260918785,0.0,0.773,0.227,0.5729,Positive
1980,1467937962944086030,0.0,1.0,0.0,0.0,Neutral
1981,1467937778067509256,0.0,0.573,0.427,0.8016,Positive
1982,1467937500102643713,0.0,0.827,0.173,0.5574,Positive
1983,1467937293604462599,0.0,0.907,0.093,0.4588,Positive
1984,1467934395763990529,0.0,1.0,0.0,0.0,Neutral
1985,1467933668287123463,0.0,1.0,0.0,0.0,Neutral
1986,1467926480239931404,0.0,0.681,0.319,0.7256,Positive
1987,1467919188371120133,0.0,1.0,0.0,0.0,Neutral
1988,1467917189764112384,0.1,0.721,0.179,0.4939,Positive
1989,1467900382345105409,0.0,1.0,0.0,0.0,Neutral
1990,1467900131982733317,0.0,0.376,0.624,0.8519,Positive
1991,1467899151430021127,0.042,0.958,0.0,-0.296,Negative
1992,1467898314045726729,0.0,1.0,0.0,0.0,Neutral
1993,1467898304784601091,0.201,0.748,0.051,-0.814,Negative
1994,1467897345564192768,0.0,1.0,0.0,0.0,Neutral
1995,1467896371164422144,0.146,0.731,0.123,-0.25,Negative
1996,1467893642073284612,0.0,1.0,0.0,0.0,Neutral
1997,1467891623111446530,0.0,0.652,0.348,0.8225,Positive
1998,1467883394507935749,0.0,1.0,0.0,0.0,Neutral
1999,1467877067429748738,0.142,0.78,0.078,-0.296,Negative
2000,1467866525004705796,0.083,0.665,0.252,0.6219,Positive
2001,1467863427494211592,0.0,1.0,0.0,0.0,Neutral
2002,1467859245584437251,0.0,1.0,0.0,0.0,Neutral
2003,1467830586257526789,0.04,0.752,0.208,0.7717,Positive
2004,1467820269846904842,0.052,0.848,0.1,0.3612,Positive
2005,1467819920536834055,0.051,0.851,0.098,0.3612,Positive
2006,1467819465828179976,0.052,0.848,0.1,0.3612,Positive
2007,1467812222084829188,0.0,0.618,0.382,0.8885,Positive
2008,1467812072327163904,0.0,1.0,0.0,0.0,Neutral
2009,1467809087194902529,0.0,0.827,0.173,0.5574,Positive
2010,1467808460150652933,0.044,0.747,0.21,0.7906,Positive
2011,1467807070103740416,0.0,0.724,0.276,0.8834,Positive
2012,1467806024564363275,0.0,0.716,0.284,0.8834,Positive
2013,1467805967018561544,0.0,0.716,0.284,0.8834,Positive
2014,1467800703653527553,0.0,1.0,0.0,0.0,Neutral
2015,1467781332067667973,0.0,0.816,0.184,0.6369,Positive
2016,1467775624991420420,0.0,0.849,0.151,0.7543,Positive
2017,1467773127254065154,0.141,0.77,0.088,-0.2076,Negative
2018,1467752468385873920,0.353,0.647,0.0,-0.7184,Negative
2019,1467752195026296833,0.0,0.585,0.415,0.9432,Positive
2020,1467752167561826304,0.124,0.591,0.285,0.4588,Positive
2021,1467751224741023745,0.0,1.0,0.0,0.0,Neutral
2022,1467721695599288324,0.047,0.778,0.176,0.8075,Positive
2023,1467705542550310917,0.289,0.59,0.12,-0.7644,Negative
2024,1467694705601388545,0.082,0.707,0.212,0.7003,Positive
2025,1467684760222797826,0.0,1.0,0.0,0.0,Neutral
2026,1467670577091518468,0.0,0.627,0.373,0.91,Positive
2027,1467661815190462467,0.122,0.707,0.171,0.5118,Positive
2028,1467660057244585990,0.0,1.0,0.0,0.0,Neutral
2029,1467658047245983747,0.068,0.779,0.153,0.4291,Positive
2030,1467656029374595073,0.0,1.0,0.0,0.0,Neutral
2031,1467653185779163139,0.0,0.641,0.359,0.4215,Positive
2032,1467650382562308105,0.402,0.492,0.106,-0.8316,Negative
2033,1467645602259521543,0.0,1.0,0.0,0.0,Neutral
2034,1467638847701925888,0.0,0.769,0.231,0.4019,Positive
2035,1467637662366543880,0.0,1.0,0.0,0.0,Neutral
2036,1467637080742375430,0.108,0.892,0.0,-0.2057,Negative
2037,1467636913582526470,0.126,0.824,0.049,-0.4939,Negative
2038,1467634472455532544,0.0,0.802,0.198,0.6369,Positive
2039,1467631806975553537,0.0,1.0,0.0,0.0,Neutral
2040,1467627640920104964,0.0,1.0,0.0,0.0,Neutral
2041,1467600616868524036,0.082,0.755,0.163,0.4019,Positive
2042,1467600484374650889,0.091,0.614,0.295,0.8402,Positive
2043,1467600185975099410,0.082,0.755,0.163,0.4019,Positive
2044,1467599790783533058,0.082,0.755,0.163,0.4019,Positive
2045,1467572443661443072,0.0,0.476,0.524,0.296,Positive
2046,1467569345895493633,0.0,1.0,0.0,0.0,Neutral
2047,1467568548897693700,0.0,0.594,0.406,0.9466,Positive
2048,1467562447984803843,0.383,0.617,0.0,-0.4767,Negative
2049,1467561688690008070,0.453,0.547,0.0,-0.8442,Negative
2050,1467558319304761345,0.0,0.81,0.19,0.4588,Positive
2051,1467555781943992329,0.304,0.696,0.0,-0.7184,Negative
2052,1467549836606115844,0.0,0.69,0.31,0.4019,Positive
2053,1467549533454413827,0.0,0.706,0.294,0.6124,Positive
2054,1467540498290479104,0.0,1.0,0.0,0.0,Neutral
2055,1467535297676079106,0.0,1.0,0.0,0.0,Neutral
2056,1467531250961469448,0.0,1.0,0.0,0.0,Neutral
2057,1467530953090338819,0.062,0.724,0.214,0.8313,Positive
2058,1467530823825907719,0.0,1.0,0.0,0.0,Neutral
2059,1467526998331478017,0.0,1.0,0.0,0.0,Neutral
2060,1467523311118831624,0.0,1.0,0.0,0.0,Neutral
2061,1467523249793871878,0.0,1.0,0.0,0.0,Neutral
2062,1467522741276401671,0.379,0.621,0.0,-0.6705,Negative
2063,1467521385601843214,0.194,0.687,0.119,-0.69,Negative
2064,1467513782318608389,0.109,0.891,0.0,-0.4215,Negative
2065,1467513571374477315,0.0,1.0,0.0,0.0,Neutral
2066,1467502648949497856,0.0,0.413,0.587,0.7964,Positive
2067,1467494069777563654,0.0,1.0,0.0,0.0,Neutral
2068,1467487591507369986,0.0,1.0,0.0,0.0,Neutral
2069,1467485629739151368,0.0,1.0,0.0,0.0,Neutral
2070,1467482652710109184,0.0,1.0,0.0,0.0,Neutral
2071,1467456134516719633,0.0,1.0,0.0,0.0,Neutral
2072,1467450193624903687,0.0,1.0,0.0,0.0,Neutral
2073,1467439902354776069,0.0,0.549,0.451,0.6249,Positive
2074,1467435648005316611,0.0,1.0,0.0,0.0,Neutral
2075,1467424084497776641,0.093,0.833,0.074,0.0498,Neutral
2076,1467414918798348289,0.0,1.0,0.0,0.0,Neutral
2077,1467383847574716419,0.0,0.861,0.139,0.6341,Positive
2078,1467374019900960769,0.0,0.706,0.294,0.3612,Positive
2079,1467369093376327681,0.31,0.69,0.0,-0.8436,Negative
2080,1467366958861631488,0.191,0.691,0.118,-0.296,Negative
2081,1467364878901989378,0.0,0.789,0.211,0.5859,Positive
2082,1467363878778466304,0.0,1.0,0.0,0.0,Neutral
2083,1467349308177481731,0.0,1.0,0.0,0.0,Neutral
2084,1467348998428131333,0.0,1.0,0.0,0.0,Neutral
2085,1467336404174721030,0.0,0.423,0.577,0.6249,Positive
2086,1467334003359371276,0.063,0.834,0.103,0.3348,Positive
2087,1467320027372142595,0.0,1.0,0.0,0.0,Neutral
2088,1467316943224983553,0.139,0.764,0.097,-0.4171,Negative
2089,1467313207761326080,0.049,0.826,0.125,0.5242,Positive
2090,1467272957387231233,0.0,0.788,0.212,0.8087,Positive
2091,1467262156131516423,0.036,0.876,0.088,0.3257,Positive
2092,1467242710365057038,0.0,0.805,0.195,0.5622,Positive
2093,1467238098350268425,0.762,0.238,0.0,-0.4939,Negative
2094,1467210982074327053,0.262,0.738,0.0,-0.7506,Negative
2095,1467210937098805251,0.155,0.773,0.072,-0.5267,Negative
2096,1467201193537675267,0.0,0.848,0.152,0.3612,Positive
2097,1467196409833308160,0.082,0.743,0.175,0.5207,Positive
2098,1467183636776558594,0.0,0.731,0.269,0.7096,Positive
2099,1467173241693294594,0.0,1.0,0.0,0.0,Neutral
2100,1467156970536845312,0.22,0.78,0.0,-0.4767,Negative
2101,1467135099582009351,0.0,1.0,0.0,0.0,Neutral
2102,1467121144213946369,0.056,0.944,0.0,-0.3348,Negative
2103,1467094681494310913,0.0,1.0,0.0,0.0,Neutral
2104,1467048465200934915,0.0,0.855,0.145,0.5766,Positive
2105,1467044230073749506,0.0,0.91,0.09,0.501,Positive
2106,1467031902347567111,0.066,0.934,0.0,-0.3089,Negative
2107,1467006000620204032,0.0,0.803,0.197,0.4927,Positive
2108,1467002561916030976,0.142,0.58,0.277,0.7088,Positive
2109,1466998327837270020,0.239,0.761,0.0,-0.296,Negative
2110,1466994879037423625,0.0,0.816,0.184,0.743,Positive
2111,1466967726111563776,0.191,0.726,0.083,-0.5106,Negative
2112,1466962555822387204,0.0,0.836,0.164,0.5994,Positive
2113,1466961181436952584,0.135,0.73,0.135,-0.0111,Neutral
2114,1466961121550737409,0.0,0.831,0.169,0.5994,Positive
2115,1466960581152456713,0.119,0.881,0.0,-0.7089,Negative
2116,1466943313114763267,0.276,0.724,0.0,-0.4939,Negative
2117,1466926425005563908,0.0,0.331,0.669,0.7964,Positive
2118,1466898684482920449,0.0,1.0,0.0,0.0,Neutral
2119,1466897567128723460,0.0,1.0,0.0,0.0,Neutral
2120,1466897426049081346,0.0,0.833,0.167,0.4588,Positive
2121,1466894034744586242,0.0,1.0,0.0,0.0,Neutral
2122,1466886352285351940,0.0,1.0,0.0,0.0,Neutral
2123,1466878620878573568,0.065,0.841,0.093,0.1531,Positive
2124,1466855886647930881,0.193,0.533,0.273,0.0516,Positive
2125,1466851145259925506,0.0,1.0,0.0,0.0,Neutral
2126,1466833188274196483,0.341,0.659,0.0,-0.8519,Negative
2127,1466821594668584962,0.054,0.691,0.255,0.8591,Positive
2128,1466816044946030592,0.0,1.0,0.0,0.0,Neutral
2129,1466815057325871107,0.0,1.0,0.0,0.0,Neutral
2130,1466802422060548097,0.0,1.0,0.0,0.0,Neutral
2131,1466801257142943745,0.0,1.0,0.0,0.0,Neutral
2132,1466799802520375298,0.0,1.0,0.0,0.0,Neutral
2133,1466796375727693829,0.0,1.0,0.0,0.0,Neutral
2134,1466796182030589961,0.492,0.508,0.0,-0.4404,Negative
2135,1466789147360866309,0.0,0.837,0.163,0.3612,Positive
2136,1466784439002927107,0.0,0.667,0.333,0.3612,Positive
2137,1466772136803151875,0.077,0.818,0.105,0.2105,Positive
2138,1466770665374208001,0.294,0.598,0.108,-0.6884,Negative
2139,1466765582917902340,0.0,1.0,0.0,0.0,Neutral
2140,1466759875837538313,0.773,0.227,0.0,-0.5267,Negative
2141,1466757273204637696,0.0,1.0,0.0,0.0,Neutral
2142,1466743076177723392,0.697,0.303,0.0,-0.9922,Negative
2143,1466740955890200579,0.0,0.444,0.556,0.3612,Positive
2144,1466735560639217664,0.0,0.633,0.367,0.4404,Positive
2145,1466730060329754624,0.0,1.0,0.0,0.0,Neutral
2146,1466715234911932418,0.119,0.625,0.256,0.5266,Positive
2147,1466711458117558273,0.0,0.683,0.317,0.7224,Positive
2148,1466705883115798528,0.0,1.0,0.0,0.0,Neutral
2149,1466700783328501761,0.207,0.588,0.204,-0.4923,Negative
2150,1466680356917157889,0.233,0.583,0.184,-0.128,Negative
2151,1466674757609402369,0.338,0.662,0.0,-0.8253,Negative
2152,1466674756124655617,0.0,1.0,0.0,0.0,Neutral
2153,1466674591477161984,0.0,1.0,0.0,0.0,Neutral
2154,1466662408391315458,0.0,1.0,0.0,0.0,Neutral
2155,1466650590335934464,0.0,1.0,0.0,0.0,Neutral
2156,1466649165887197185,0.0,1.0,0.0,0.0,Neutral
2157,1466632442459078663,0.0,0.549,0.451,0.6249,Positive
2158,1466619849514254344,0.206,0.667,0.128,-0.34,Negative
2159,1466619833102053379,0.0,1.0,0.0,0.0,Neutral
2160,1466618749826387969,0.0,1.0,0.0,0.0,Neutral
2161,1466617803188981763,0.0,0.484,0.516,0.4939,Positive
2162,1466601636114186244,0.0,0.874,0.126,0.3182,Positive
2163,1466594279187533828,0.0,1.0,0.0,0.0,Neutral
2164,1466590815682117632,0.0,1.0,0.0,0.0,Neutral
2165,1466589991601983490,0.0,0.933,0.067,0.0772,Positive
2166,1466587331037515778,0.0,1.0,0.0,0.0,Neutral
2167,1466586753293189122,0.0,0.588,0.412,0.6369,Positive
2168,1466578472466149377,0.138,0.748,0.114,-0.1531,Negative
2169,1466578233986588675,0.0,0.27,0.73,0.4019,Positive
2170,1466577298606342145,0.492,0.508,0.0,-0.4404,Negative
2171,1466565734834835456,0.173,0.79,0.038,-0.8344,Negative
2172,1466549548311007236,0.0,0.873,0.127,0.1531,Positive
2173,1466548034972512257,0.0,1.0,0.0,0.0,Neutral
2174,1466546567054245890,0.0,1.0,0.0,0.0,Neutral
2175,1466535524785696774,0.068,0.884,0.048,-0.25,Negative
2176,1466535300331552771,0.23,0.669,0.1,-0.802,Negative
2177,1466527585014194179,0.238,0.353,0.409,0.4471,Positive
2178,1466526710799687692,0.161,0.839,0.0,-0.7579,Negative
2179,1466511420263120897,0.0,1.0,0.0,0.0,Neutral
2180,1466510046498635784,0.0,0.777,0.223,0.3182,Positive
2181,1466500085739663364,0.0,1.0,0.0,0.0,Neutral
2182,1466499865966530566,0.0,1.0,0.0,0.0,Neutral
2183,1466486300886896652,0.086,0.914,0.0,-0.4633,Negative
2184,1466484170830409728,0.0,1.0,0.0,0.0,Neutral
2185,1466483158673670147,0.0,1.0,0.0,0.0,Neutral
2186,1466481028307066884,0.0,1.0,0.0,0.0,Neutral
2187,1466479517430476803,0.087,0.627,0.286,0.8949,Positive
2188,1466464929972690945,0.0,0.875,0.125,0.6322,Positive
2189,1466463307859218441,0.162,0.838,0.0,-0.4023,Negative
2190,1466459756181217281,0.142,0.582,0.276,0.573,Positive
2191,1466459632201875459,0.228,0.772,0.0,-0.8126,Negative
2192,1466458563283464193,0.0,0.796,0.204,0.8271,Positive
2193,1466456810395684870,0.0,0.787,0.213,0.4019,Positive
2194,1466447729756819464,0.209,0.791,0.0,-0.6486,Negative
2195,1466441878660739072,0.0,1.0,0.0,0.0,Neutral
2196,1466438878953361419,0.0,1.0,0.0,0.0,Neutral
2197,1466438814713397264,0.0,1.0,0.0,0.0,Neutral
2198,1466431978895511574,0.0,1.0,0.0,0.0,Neutral
2199,1466428739835805696,0.0,1.0,0.0,0.0,Neutral
2200,1466426787538346004,0.0,0.954,0.046,0.0772,Positive
2201,1466422882985291780,0.0,1.0,0.0,0.0,Neutral
2202,1466420885712166913,0.0,1.0,0.0,0.0,Neutral
2203,1466416350369390611,0.0,1.0,0.0,0.0,Neutral
2204,1466411696738783238,0.0,1.0,0.0,0.0,Neutral
2205,1466406531289788417,0.102,0.772,0.125,0.2415,Positive
2206,1466398693221879810,0.0,0.204,0.796,0.5983,Positive
2207,1466390769275650055,0.0,0.208,0.792,0.5859,Positive
2208,1466388884325998596,0.0,1.0,0.0,0.0,Neutral
2209,1466384490037583879,0.31,0.69,0.0,-0.5574,Negative
2210,1466379437457375244,0.0,1.0,0.0,0.0,Neutral
2211,1466370483729883140,0.194,0.706,0.1,-0.6474,Negative
2212,1466367654143283208,0.264,0.736,0.0,-0.9153,Negative
2213,1466360858104246277,0.112,0.752,0.136,0.3975,Positive
2214,1466360217827004423,0.104,0.835,0.061,-0.3182,Negative
2215,1466358880502489088,0.0,0.799,0.201,0.3089,Positive
2216,1466351011220668416,0.0,1.0,0.0,0.0,Neutral
2217,1466348353965359116,0.0,1.0,0.0,0.0,Neutral
2218,1466340024849362946,0.0,1.0,0.0,0.0,Neutral
2219,1466334682094583808,0.0,0.674,0.326,0.4404,Positive
2220,1466334053804691457,0.0,1.0,0.0,0.0,Neutral
2221,1466328300146491394,0.0,0.66,0.34,0.4754,Positive
2222,1466311352008556546,0.0,1.0,0.0,0.0,Neutral
2223,1466309386838556673,0.0,1.0,0.0,0.0,Neutral
2224,1466285432296001536,0.147,0.853,0.0,-0.508,Negative
2225,1466274469778010116,0.0,1.0,0.0,0.0,Neutral
2226,1466274330594234371,0.0,1.0,0.0,0.0,Neutral
2227,1466268608057810947,0.0,0.749,0.251,0.7929,Positive
2228,1466256950686015488,0.352,0.648,0.0,-0.8225,Negative
2229,1466256835044798468,0.179,0.794,0.027,-0.7964,Negative
2230,1466247666489167872,0.0,1.0,0.0,0.0,Neutral
2231,1466244288820310018,0.0,1.0,0.0,0.0,Neutral
2232,1466239042303971329,0.1,0.9,0.0,-0.1139,Negative
2233,1466234405370933259,0.0,0.835,0.165,0.8593,Positive
2234,1466226517042597894,0.0,0.737,0.263,0.9309,Positive
2235,1466226380358578181,0.0,0.737,0.263,0.9309,Positive
2236,1466226361199050752,0.0,0.737,0.263,0.9309,Positive
2237,1466226321248321538,0.0,0.737,0.263,0.9309,Positive
2238,1466226297214959623,0.0,0.737,0.263,0.9309,Positive
2239,1466226274142093316,0.0,0.737,0.263,0.9309,Positive
2240,1466226254818938880,0.0,0.742,0.258,0.9309,Positive
2241,1466226173130641412,0.0,0.731,0.269,0.9309,Positive
2242,1466215870913515522,0.0,0.615,0.385,0.3612,Positive
2243,1466212529873510407,0.0,0.641,0.359,0.4215,Positive
2244,1466211329140674567,0.0,1.0,0.0,0.0,Neutral
2245,1466208637676920832,0.0,0.803,0.197,0.4019,Positive
2246,1466208337242968065,0.323,0.303,0.374,0.128,Positive
2247,1466207292777500673,0.382,0.433,0.185,-0.6139,Negative
2248,1466206747232722945,0.0,0.803,0.197,0.4019,Positive
2249,1466197860857401347,0.048,0.831,0.12,0.471,Positive
2250,1466197639549104132,0.0,1.0,0.0,0.0,Neutral
2251,1466192920990650369,0.0,0.85,0.15,0.7506,Positive
2252,1466184110339207175,0.0,1.0,0.0,0.0,Neutral
2253,1466183813600620544,0.137,0.863,0.0,-0.6299,Negative
2254,1466179714373066754,0.0,1.0,0.0,0.0,Neutral
2255,1466178564953358336,0.0,0.953,0.047,0.368,Positive
2256,1466169773788733440,0.0,1.0,0.0,0.0,Neutral
2257,1466143137479286789,0.0,1.0,0.0,0.0,Neutral
2258,1466128793504997393,0.0,1.0,0.0,0.0,Neutral
2259,1466124618830340101,0.0,1.0,0.0,0.0,Neutral
2260,1466122643975729155,0.0,1.0,0.0,0.0,Neutral
2261,1466104993749082118,0.382,0.618,0.0,-0.4754,Negative
2262,1466102825872547841,0.0,1.0,0.0,0.0,Neutral
2263,1466102785439506435,0.0,1.0,0.0,0.0,Neutral
2264,1466100483697774593,0.0,0.698,0.302,0.3818,Positive
2265,1466096796854194177,0.0,1.0,0.0,0.0,Neutral
2266,1466095217468055558,0.0,1.0,0.0,0.0,Neutral
2267,1466093289187291146,0.0,1.0,0.0,0.0,Neutral
2268,1466093278948904966,0.0,1.0,0.0,0.0,Neutral
2269,1466088871792418821,0.0,1.0,0.0,0.0,Neutral
2270,1466073922059661312,0.0,1.0,0.0,0.0,Neutral
2271,1466073676097343491,0.0,1.0,0.0,0.0,Neutral
2272,1466069376742965252,0.0,0.777,0.223,0.3182,Positive
2273,1466063913578115077,0.0,0.847,0.153,0.1139,Positive
2274,1466053476518088704,0.0,0.815,0.185,0.711,Positive
2275,1466051487906385924,0.275,0.725,0.0,-0.8918,Negative
2276,1466041774330241029,0.076,0.764,0.16,0.4722,Positive
2277,1466030972005191689,0.198,0.757,0.045,-0.837,Negative
2278,1466018538922119171,0.0,0.693,0.307,0.7964,Positive
2279,1465998474374168585,0.0,0.815,0.185,0.711,Positive
2280,1465981190838439937,0.0,1.0,0.0,0.0,Neutral
2281,1465972215812268040,0.0,1.0,0.0,0.0,Neutral
2282,1465964741545787395,0.0,1.0,0.0,0.0,Neutral
2283,1465936814716248068,0.076,0.831,0.093,0.128,Positive
2284,1465928691335237638,0.204,0.7,0.096,-0.5505,Negative
2285,1465927815929475072,0.2,0.762,0.039,-0.8847,Negative
2286,1465926424758571008,0.425,0.575,0.0,-0.967,Negative
2287,1465924767920246784,0.154,0.846,0.0,-0.508,Negative
2288,1465906395358793731,0.199,0.742,0.059,-0.8144,Negative
2289,1465879714770214923,0.18,0.544,0.276,0.3182,Positive
