,id,neg,neu,pos,compound,sentiment_score
5019,1454578276320649223,0.0,0.824,0.176,0.3291,Positive
5020,1454578067553193991,0.0,0.756,0.244,0.4404,Positive
5021,1454576373683695617,0.094,0.906,0.0,-0.34,Negative
5022,1454576270684086278,0.21,0.79,0.0,-0.2924,Negative
5023,1454574927575613442,0.247,0.753,0.0,-0.5574,Negative
5024,1454572734529294337,0.093,0.734,0.173,0.3885,Positive
5025,1454572636202209281,0.0,1.0,0.0,0.0,Neutral
5026,1454571216141000706,0.0,1.0,0.0,0.0,Neutral
5027,1454571097094082567,0.0,1.0,0.0,0.0,Neutral
5028,1454571025706983429,0.0,1.0,0.0,0.0,Neutral
5029,1454570957570457605,0.0,1.0,0.0,0.0,Neutral
5030,1454570631782076417,0.0,0.791,0.209,0.4404,Positive
5031,1454570318824148995,0.0,1.0,0.0,0.0,Neutral
5032,1454569414016241668,0.0,0.632,0.368,0.8718,Positive
5033,1454568442342825993,0.0,1.0,0.0,0.0,Neutral
5034,1454566335673999364,0.0,1.0,0.0,0.0,Neutral
5035,1454565970408771595,0.375,0.625,0.0,-0.5574,Negative
5036,1454565654204403714,0.0,1.0,0.0,0.0,Neutral
5037,1454565525556809728,0.329,0.632,0.039,-0.8923,Negative
5038,1454564995442806787,0.366,0.634,0.0,-0.87,Negative
5039,1454564636972494853,0.0,0.716,0.284,0.7739,Positive
5040,1454564073660719105,0.0,0.256,0.744,0.8271,Positive
5041,1454563730558119938,0.0,0.925,0.075,0.1779,Positive
5042,1454563728876265477,0.0,1.0,0.0,0.0,Neutral
5043,1454563653663924228,0.0,0.925,0.075,0.1779,Positive
5044,1454563544117039105,0.0,0.925,0.075,0.1779,Positive
5045,1454563494683033601,0.0,0.925,0.075,0.1779,Positive
5046,1454563414685061121,0.0,0.925,0.075,0.1779,Positive
5047,1454563370791682048,0.0,0.925,0.075,0.1779,Positive
5048,1454563314252476420,0.0,0.925,0.075,0.1779,Positive
5049,1454563271361511433,0.0,0.925,0.075,0.1779,Positive
5050,1454563171830669313,0.0,0.925,0.075,0.1779,Positive
5051,1454561611004489732,0.0,1.0,0.0,0.0,Neutral
5052,1454556220992507919,0.455,0.545,0.0,-0.3612,Negative
5053,1454556028390055939,0.166,0.73,0.104,-0.7958,Negative
5054,1454555724030300160,0.159,0.793,0.048,-0.5423,Negative
5055,1454555390729928711,0.0,1.0,0.0,0.0,Neutral
5056,1454554999191638033,0.0,1.0,0.0,0.0,Neutral
5057,1454553884756791301,0.117,0.706,0.177,0.5374,Positive
5058,1454553658939617283,0.117,0.706,0.177,0.5374,Positive
5059,1454552565836918797,0.087,0.874,0.039,-0.3612,Negative
5060,1454551419932000256,0.07,0.644,0.286,0.8271,Positive
5061,1454551294539149317,0.189,0.606,0.205,0.6808,Positive
5062,1454551289577160706,0.0,1.0,0.0,0.0,Neutral
5063,1454551253757927425,0.0,1.0,0.0,0.0,Neutral
5064,1454551176968556544,0.0,0.682,0.318,0.6369,Positive
5065,1454550553858617346,0.0,1.0,0.0,0.0,Neutral
5066,1454549870103126026,0.092,0.801,0.107,0.1012,Positive
5067,1454549801454997504,0.0,1.0,0.0,0.0,Neutral
5068,1454549745611968527,0.0,0.756,0.244,0.6369,Positive
5069,1454547102437101583,0.0,1.0,0.0,0.0,Neutral
5070,1454546944408399873,0.0,1.0,0.0,0.0,Neutral
5071,1454545358952951809,0.0,1.0,0.0,0.0,Neutral
5072,1454544804151398400,0.0,1.0,0.0,0.0,Neutral
5073,1454542308683042818,0.0,1.0,0.0,0.0,Neutral
5074,1454542253100355588,0.172,0.828,0.0,-0.8176,Negative
5075,1454540780551524360,0.0,1.0,0.0,0.0,Neutral
5076,1454540585377935374,0.0,1.0,0.0,0.0,Neutral
5077,1454538853671337993,0.333,0.667,0.0,-0.8591,Negative
5078,1454538106036760589,0.162,0.513,0.325,0.4404,Positive
5079,1454536794406543361,0.0,0.757,0.243,0.8519,Positive
5080,1454536627636871170,0.0,0.762,0.238,0.8519,Positive
5081,1454536402083926016,0.0,1.0,0.0,0.0,Neutral
5082,1454535549675454471,0.295,0.577,0.127,-0.7891,Negative
5083,1454535015296077832,0.0,1.0,0.0,0.0,Neutral
5084,1454534646151143426,0.139,0.584,0.277,0.4404,Positive
5085,1454534621488717825,0.0,1.0,0.0,0.0,Neutral
5086,1454533075904368648,0.0,1.0,0.0,0.0,Neutral
5087,1454532886749659137,0.0,1.0,0.0,0.0,Neutral
5088,1454532206878081027,0.0,1.0,0.0,0.0,Neutral
5089,1454529943631716354,0.0,1.0,0.0,0.0,Neutral
5090,1454527164028801027,0.0,0.686,0.314,0.8625,Positive
5091,1454526686125506564,0.0,1.0,0.0,0.0,Neutral
5092,1454526220553670656,0.0,1.0,0.0,0.0,Neutral
5093,1454525221818544133,0.0,0.606,0.394,0.5023,Positive
5094,1454524511332847630,0.134,0.812,0.054,-0.7717,Negative
5095,1454522327937560581,0.199,0.801,0.0,-0.755,Negative
5096,1454521966455627778,0.0,0.775,0.225,0.4404,Positive
5097,1454521956326326273,0.0,0.849,0.151,0.6705,Positive
5098,1454521945198940169,0.0,1.0,0.0,0.0,Neutral
5099,1454521857651003394,0.0,1.0,0.0,0.0,Neutral
5100,1454521754194305026,0.0,1.0,0.0,0.0,Neutral
5101,1454521616235319296,0.468,0.532,0.0,-0.6597,Negative
5102,1454521579858055178,0.0,1.0,0.0,0.0,Neutral
5103,1454521544105996293,0.0,1.0,0.0,0.0,Neutral
5104,1454520965631676416,0.0,1.0,0.0,0.0,Neutral
5105,1454520020483158024,0.0,1.0,0.0,0.0,Neutral
5106,1454519283942367241,0.0,1.0,0.0,0.0,Neutral
5107,1454518713953095686,0.0,1.0,0.0,0.0,Neutral
5108,1454518711096774657,0.0,1.0,0.0,0.0,Neutral
5109,1454518582180679681,0.0,1.0,0.0,0.0,Neutral
5110,1454517959599271946,0.0,1.0,0.0,0.0,Neutral
5111,1454517634913898496,0.177,0.823,0.0,-0.4199,Negative
5112,1454517612298260481,0.0,1.0,0.0,0.0,Neutral
5113,1454517045740163074,0.0,0.667,0.333,0.4588,Positive
5114,1454516138428309510,0.0,0.346,0.654,0.858,Positive
5115,1454514986257195018,0.0,0.626,0.374,0.8002,Positive
5116,1454513855950884871,0.0,0.792,0.208,0.4374,Positive
5117,1454512518651596804,0.0,1.0,0.0,0.0,Neutral
5118,1454511473934446602,0.0,1.0,0.0,0.0,Neutral
5119,1454510905820069888,0.0,1.0,0.0,0.0,Neutral
5120,1454510500927229958,0.0,0.931,0.069,0.3939,Positive
5121,1454509894602735622,0.121,0.879,0.0,-0.4404,Negative
5122,1454509384604717058,0.147,0.801,0.052,-0.6908,Negative
5123,1454508989274804226,0.074,0.706,0.221,0.8622,Positive
5124,1454508286695280643,0.103,0.784,0.113,-0.1779,Negative
5125,1454508222757343235,0.075,0.82,0.105,0.455,Positive
5126,1454507923560882176,0.054,0.902,0.044,-0.128,Negative
5127,1454506992148570117,0.0,1.0,0.0,0.0,Neutral
5128,1454506799638405122,0.205,0.683,0.112,-0.318,Negative
5129,1454506628456357893,0.0,1.0,0.0,0.0,Neutral
5130,1454505749728612356,0.0,1.0,0.0,0.0,Neutral
5131,1454505407771254790,0.0,0.805,0.195,0.4404,Positive
5132,1454504688997466116,0.0,1.0,0.0,0.0,Neutral
5133,1454503582221287425,0.0,1.0,0.0,0.0,Neutral
5134,1454502981022326788,0.0,1.0,0.0,0.0,Neutral
5135,1454502593997287433,0.0,0.779,0.221,0.5267,Positive
5136,1454502532496101388,0.4,0.6,0.0,-0.7184,Negative
5137,1454502248906698755,0.0,0.8,0.2,0.3612,Positive
5138,1454500332478681092,0.0,1.0,0.0,0.0,Neutral
5139,1454499349057130497,0.045,0.826,0.129,0.7777,Positive
5140,1454498268419817476,0.0,0.556,0.444,0.9559,Positive
5141,1454497889133240324,0.0,1.0,0.0,0.0,Neutral
5142,1454497797588328453,0.0,0.682,0.318,0.9314,Positive
5143,1454497791779106819,0.0,0.617,0.383,0.8271,Positive
5144,1454497072351223808,0.0,1.0,0.0,0.0,Neutral
5145,1454496400532779008,0.0,0.654,0.346,0.5719,Positive
5146,1454494760153108485,0.0,1.0,0.0,0.0,Neutral
5147,1454494351564976128,0.0,0.5,0.5,0.7184,Positive
5148,1454493743764045826,0.08,0.746,0.174,0.7184,Positive
5149,1454492398059286528,0.0,0.556,0.444,0.4926,Positive
5150,1454492277141905419,0.0,0.85,0.15,0.3182,Positive
5151,1454491525321302032,0.0,1.0,0.0,0.0,Neutral
5152,1454490177943003144,0.0,0.783,0.217,0.3612,Positive
5153,1454489911864737792,0.201,0.799,0.0,-0.7003,Negative
5154,1454488901368770561,0.054,0.761,0.186,0.6908,Positive
5155,1454488793000579076,0.0,1.0,0.0,0.0,Neutral
5156,1454488314845614080,0.054,0.777,0.168,0.5927,Positive
5157,1454487575255781376,0.0,1.0,0.0,0.0,Neutral
5158,1454487527516250119,0.0,1.0,0.0,0.0,Neutral
5159,1454485950638305284,0.162,0.772,0.066,-0.6399,Negative
5160,1454485588871192580,0.084,0.916,0.0,-0.3595,Negative
5161,1454485257860878338,0.268,0.582,0.15,-0.8439,Negative
5162,1454484063700627461,0.0,1.0,0.0,0.0,Neutral
5163,1454482997655138310,0.04,0.69,0.269,0.7881,Positive
5164,1454480037915340801,0.0,1.0,0.0,0.0,Neutral
5165,1454478840114425862,0.0,1.0,0.0,0.0,Neutral
5166,1454478802294218759,0.0,1.0,0.0,0.0,Neutral
5167,1454478459946758146,0.0,1.0,0.0,0.0,Neutral
5168,1454477822890815489,0.0,1.0,0.0,0.0,Neutral
5169,1454477349387489280,0.162,0.838,0.0,-0.6948,Negative
5170,1454477312741687298,0.078,0.636,0.286,0.7845,Positive
5171,1454474471197364224,0.831,0.169,0.0,-0.9136,Negative
5172,1454474083563941890,0.095,0.905,0.0,-0.4696,Negative
5173,1454473964730920961,0.115,0.461,0.424,0.7712,Positive
5174,1454473302077026312,0.0,1.0,0.0,0.0,Neutral
5175,1454471106358874119,0.213,0.6,0.187,-0.1027,Negative
5176,1454470922308669445,0.0,0.889,0.111,0.5023,Positive
5177,1454470528585117704,0.153,0.667,0.18,0.0742,Positive
5178,1454470456375971841,0.0,0.916,0.084,0.2732,Positive
5179,1454469675824435208,0.0,0.664,0.336,0.8625,Positive
5180,1454469632518017031,0.142,0.858,0.0,-0.3595,Negative
5181,1454469246562545666,0.0,1.0,0.0,0.0,Neutral
5182,1454469068489207813,0.258,0.742,0.0,-0.7059,Negative
5183,1454468935978340358,0.0,1.0,0.0,0.0,Neutral
5184,1454468898183516164,0.0,0.842,0.158,0.4588,Positive
5185,1454468015576297481,0.133,0.722,0.145,0.194,Positive
5186,1454467069592879109,0.0,1.0,0.0,0.0,Neutral
5187,1454466586589290504,0.0,1.0,0.0,0.0,Neutral
5188,1454464153347895302,0.0,0.768,0.232,0.8748,Positive
5189,1454463913895075840,0.0,1.0,0.0,0.0,Neutral
5190,1454463672051511301,0.0,1.0,0.0,0.0,Neutral
5191,1454463648143904775,0.0,0.7,0.3,0.4588,Positive
5192,1454463533987635201,0.0,1.0,0.0,0.0,Neutral
5193,1454463514718920709,0.0,1.0,0.0,0.0,Neutral
5194,1454463357126332416,0.0,1.0,0.0,0.0,Neutral
5195,1454463144596807681,0.0,1.0,0.0,0.0,Neutral
5196,1454462881194381315,0.278,0.623,0.099,-0.7096,Negative
5197,1454462823824650246,0.269,0.636,0.095,-0.7096,Negative
5198,1454461555844714497,0.306,0.694,0.0,-0.5461,Negative
5199,1454461509212389389,0.278,0.623,0.099,-0.7096,Negative
5200,1454461437414236166,0.0,0.561,0.439,0.8225,Positive
5201,1454461377217708042,0.0,1.0,0.0,0.0,Neutral
5202,1454460923674906631,0.0,0.602,0.398,0.8225,Positive
5203,1454460824412573697,0.0,0.636,0.364,0.8225,Positive
5204,1454460362313506816,0.0,0.561,0.439,0.8225,Positive
5205,1454460242771656710,0.0,0.649,0.351,0.4019,Positive
5206,1454460118255521800,0.649,0.351,0.0,-0.9022,Negative
5207,1454459974541725697,0.0,0.69,0.31,0.4019,Positive
5208,1454458438625411072,0.0,1.0,0.0,0.0,Neutral
5209,1454458138707447816,0.0,1.0,0.0,0.0,Neutral
5210,1454457918699409414,0.0,1.0,0.0,0.0,Neutral
5211,1454457892350922757,0.0,1.0,0.0,0.0,Neutral
5212,1454457843533299716,0.0,1.0,0.0,0.0,Neutral
5213,1454457841671155719,0.0,1.0,0.0,0.0,Neutral
5214,1454457838596759553,0.0,0.838,0.162,0.4404,Positive
5215,1454457176605351954,0.0,0.594,0.406,0.6249,Positive
5216,1454456070907256834,0.0,1.0,0.0,0.0,Neutral
5217,1454456065874018304,0.0,1.0,0.0,0.0,Neutral
5218,1454455366595620869,0.0,0.755,0.245,0.5514,Positive
5219,1454455125674708994,0.352,0.648,0.0,-0.5859,Negative
5220,1454454216274034695,0.0,0.851,0.149,0.6588,Positive
5221,1454453194784870402,0.0,0.569,0.431,0.6486,Positive
5222,1454453139306782723,0.0,0.435,0.565,0.6369,Positive
5223,1454452372210606083,0.172,0.828,0.0,-0.4019,Negative
5224,1454450072444456966,0.168,0.664,0.168,0.25,Positive
5225,1454450059953598469,0.137,0.756,0.107,-0.1477,Negative
5226,1454449841543733250,0.0,1.0,0.0,0.0,Neutral
5227,1454449732579774467,0.0,0.915,0.085,0.3612,Positive
5228,1454449386734473229,0.0,1.0,0.0,0.0,Neutral
5229,1454448936660267008,0.0,1.0,0.0,0.0,Neutral
5230,1454448380545888268,0.0,1.0,0.0,0.0,Neutral
5231,1454448353551413250,0.112,0.771,0.117,-0.1779,Negative
5232,1454448323025203200,0.545,0.455,0.0,-0.5574,Negative
5233,1454448124139769866,0.0,1.0,0.0,0.0,Neutral
5234,1454447380892323840,0.107,0.678,0.215,0.4404,Positive
5235,1454446994584338437,0.0,0.471,0.529,0.6688,Positive
5236,1454446561614647298,0.232,0.581,0.187,-0.1761,Negative
5237,1454446484200562698,0.0,1.0,0.0,0.0,Neutral
5238,1454446477867167746,0.0,0.307,0.693,0.9062,Positive
5239,1454445636837904385,0.0,1.0,0.0,0.0,Neutral
5240,1454445572807663622,0.0,1.0,0.0,0.0,Neutral
5241,1454445572396490758,0.0,0.667,0.333,0.9516,Positive
5242,1454445275427184641,0.18,0.728,0.092,-0.3182,Negative
5243,1454444614862114817,0.209,0.744,0.048,-0.8963,Negative
5244,1454444460146712584,0.0,1.0,0.0,0.0,Neutral
5245,1454443753452851207,0.0,1.0,0.0,0.0,Neutral
5246,1454443018488979459,0.0,0.929,0.071,0.0382,Neutral
5247,1454441687808364555,0.0,0.714,0.286,0.8625,Positive
5248,1454441623266361347,0.0,1.0,0.0,0.0,Neutral
5249,1454441417280040965,0.0,0.68,0.32,0.8718,Positive
5250,1454437775198101515,0.0,1.0,0.0,0.0,Neutral
5251,1454437193439584267,0.104,0.825,0.071,-0.0454,Neutral
5252,1454436831156596746,0.0,0.792,0.208,0.6124,Positive
5253,1454436084302053379,0.0,1.0,0.0,0.0,Neutral
5254,1454435849592926208,0.444,0.556,0.0,-0.34,Negative
5255,1454435579886723079,0.342,0.658,0.0,-0.3818,Negative
5256,1454430901484597258,0.0,1.0,0.0,0.0,Neutral
5257,1454429573995761671,0.0,1.0,0.0,0.0,Neutral
5258,1454428159148011522,0.183,0.817,0.0,-0.8781,Negative
5259,1454428155683422208,0.0,1.0,0.0,0.0,Neutral
5260,1454427774437953537,0.0,1.0,0.0,0.0,Neutral
5261,1454427577335095296,0.124,0.594,0.283,0.7717,Positive
5262,1454426054513336322,0.0,0.734,0.266,0.8847,Positive
5263,1454425911080673283,0.262,0.738,0.0,-0.4939,Negative
5264,1454425432040771594,0.0,1.0,0.0,0.0,Neutral
5265,1454425267338891269,0.0,1.0,0.0,0.0,Neutral
5266,1454424111409614858,0.0,1.0,0.0,0.0,Neutral
5267,1454424108381478917,0.0,1.0,0.0,0.0,Neutral
5268,1454423998629089285,0.0,1.0,0.0,0.0,Neutral
5269,1454422763947663365,0.303,0.697,0.0,-0.7269,Negative
5270,1454421801988206593,0.239,0.761,0.0,-0.8677,Negative
5271,1454419672326148098,0.0,1.0,0.0,0.0,Neutral
5272,1454419362635567115,0.0,1.0,0.0,0.0,Neutral
5273,1454416953251176449,0.0,0.783,0.217,0.3597,Positive
5274,1454416920363601930,0.0,0.704,0.296,0.6369,Positive
5275,1454416837521911808,0.0,1.0,0.0,0.0,Neutral
5276,1454416605140733955,0.0,0.656,0.344,0.6369,Positive
5277,1454416003581030403,0.0,0.856,0.144,0.7955,Positive
5278,1454415972832464896,0.204,0.598,0.198,0.2023,Positive
5279,1454415961889640453,0.0,1.0,0.0,0.0,Neutral
5280,1454415819094507523,0.0,1.0,0.0,0.0,Neutral
5281,1454414923660939269,0.0,1.0,0.0,0.0,Neutral
5282,1454414863543922691,0.0,1.0,0.0,0.0,Neutral
5283,1454414423892709385,0.0,0.777,0.223,0.8364,Positive
5284,1454414312051724288,0.0,1.0,0.0,0.0,Neutral
5285,1454413855090778116,0.0,1.0,0.0,0.0,Neutral
5286,1454413272879452162,0.0,0.895,0.105,0.3544,Positive
5287,1454410556736249856,0.237,0.678,0.085,-0.6712,Negative
5288,1454410120130187271,0.091,0.909,0.0,-0.3612,Negative
5289,1454409913011036166,0.0,0.405,0.595,0.4466,Positive
5290,1454409525193232390,0.151,0.787,0.062,-0.5267,Negative
5291,1454409310709092362,0.255,0.745,0.0,-0.34,Negative
5292,1454409187979628548,0.0,1.0,0.0,0.0,Neutral
5293,1454407459188219904,0.104,0.896,0.0,-0.3252,Negative
5294,1454404285010046978,0.0,1.0,0.0,0.0,Neutral
5295,1454403987260657667,0.0,0.554,0.446,0.9732,Positive
5296,1454403793785798663,0.0,1.0,0.0,0.0,Neutral
5297,1454401092096348163,0.0,1.0,0.0,0.0,Neutral
5298,1454400891159658499,0.0,1.0,0.0,0.0,Neutral
5299,1454400878081888263,0.0,0.633,0.367,0.4404,Positive
5300,1454400532123197442,0.0,0.555,0.445,0.3412,Positive
5301,1454400239985700865,0.467,0.533,0.0,-0.5423,Negative
5302,1454399392039923719,0.0,1.0,0.0,0.0,Neutral
5303,1454397574354513921,0.0,1.0,0.0,0.0,Neutral
5304,1454397414190817284,0.0,1.0,0.0,0.0,Neutral
5305,1454396941903740928,0.0,0.741,0.259,0.4215,Positive
5306,1454396281787277318,0.0,1.0,0.0,0.0,Neutral
5307,1454395710015778819,0.381,0.619,0.0,-0.6486,Negative
5308,1454395354435227649,0.0,0.751,0.249,0.6841,Positive
5309,1454395226580307971,0.355,0.517,0.128,-0.816,Negative
5310,1454395149182803969,0.074,0.883,0.043,-0.4019,Negative
5311,1454393751950880770,0.0,0.797,0.203,0.4215,Positive
5312,1454393381807804418,0.0,1.0,0.0,0.0,Neutral
5313,1454392325459820544,0.0,0.765,0.235,0.5229,Positive
5314,1454392147898245120,0.178,0.467,0.355,0.4404,Positive
5315,1454389727562403844,0.0,0.58,0.42,0.4404,Positive
5316,1454388372852535297,0.0,1.0,0.0,0.0,Neutral
5317,1454386886978404355,0.104,0.724,0.171,0.4686,Positive
5318,1454386853461704711,0.0,1.0,0.0,0.0,Neutral
5319,1454385585309855756,0.28,0.72,0.0,-0.9299,Negative
5320,1454385570919108609,0.0,0.767,0.233,0.7845,Positive
5321,1454385450555170819,0.0,0.886,0.114,0.4767,Positive
5322,1454385311295881216,0.286,0.714,0.0,-0.9299,Negative
5323,1454383249250127875,0.13,0.87,0.0,-0.7351,Negative
5324,1454383113128325123,0.0,1.0,0.0,0.0,Neutral
5325,1454382880382197763,0.538,0.462,0.0,-0.5423,Negative
5326,1454380494573899776,0.0,1.0,0.0,0.0,Neutral
5327,1454379518861496331,0.0,1.0,0.0,0.0,Neutral
5328,1454379295518777352,0.0,1.0,0.0,0.0,Neutral
5329,1454378674120130560,0.056,0.944,0.0,-0.296,Negative
5330,1454378635092271104,0.0,1.0,0.0,0.0,Neutral
5331,1454378567073210375,0.0,1.0,0.0,0.0,Neutral
5332,1454378505811075074,0.0,1.0,0.0,0.0,Neutral
5333,1454377467251154946,0.0,1.0,0.0,0.0,Neutral
5334,1454376613056032774,0.105,0.645,0.25,0.5574,Positive
5335,1454376604629708806,0.0,1.0,0.0,0.0,Neutral
5336,1454375495735316481,0.0,1.0,0.0,0.0,Neutral
5337,1454374756178857986,0.0,1.0,0.0,0.0,Neutral
5338,1454374135484727300,0.0,1.0,0.0,0.0,Neutral
5339,1454373013084794881,0.0,1.0,0.0,0.0,Neutral
5340,1454371931516456962,0.166,0.747,0.087,-0.3182,Negative
5341,1454371118505082883,0.156,0.844,0.0,-0.3412,Negative
5342,1454370461798711296,0.0,1.0,0.0,0.0,Neutral
5343,1454369623818715138,0.0,1.0,0.0,0.0,Neutral
5344,1454369483582164996,0.0,1.0,0.0,0.0,Neutral
5345,1454369224785203203,0.0,1.0,0.0,0.0,Neutral
5346,1454369049882857473,0.0,1.0,0.0,0.0,Neutral
5347,1454368997118337030,0.0,0.607,0.393,0.9887,Positive
5348,1454368157632585729,0.0,0.618,0.382,0.4753,Positive
5349,1454366102767558658,0.0,0.762,0.238,0.3612,Positive
5350,1454365416332034049,0.0,1.0,0.0,0.0,Neutral
5351,1454365343225458689,0.028,0.836,0.136,0.7447,Positive
5352,1454365270588411905,0.0,0.597,0.403,0.4019,Positive
5353,1454362163036844052,0.165,0.742,0.093,-0.7254,Negative
5354,1454359190072266757,0.0,0.724,0.276,0.6369,Positive
5355,1454357903758880769,0.362,0.638,0.0,-0.5267,Negative
5356,1454355772842852353,0.0,1.0,0.0,0.0,Neutral
5357,1454355390745829381,0.355,0.645,0.0,-0.296,Negative
5358,1454355220868198402,0.0,1.0,0.0,0.0,Neutral
5359,1454353949503356928,0.11,0.78,0.11,0.25,Positive
5360,1454352288873472004,0.167,0.779,0.054,-0.7259,Negative
5361,1454351489154129920,0.097,0.903,0.0,-0.1027,Negative
5362,1454350429228355584,0.0,1.0,0.0,0.0,Neutral
5363,1454350269119086593,0.0,1.0,0.0,0.0,Neutral
5364,1454349680041775104,0.0,0.64,0.36,0.8074,Positive
5365,1454349085071216642,0.0,1.0,0.0,0.0,Neutral
5366,1454348847841431556,0.0,0.91,0.09,0.4137,Positive
5367,1454346623127998466,0.0,1.0,0.0,0.0,Neutral
5368,1454346481247342595,0.0,1.0,0.0,0.0,Neutral
5369,1454342365389279232,0.144,0.856,0.0,-0.4019,Negative
5370,1454341891730784265,0.0,0.789,0.211,0.7322,Positive
5371,1454341771627048963,0.0,1.0,0.0,0.0,Neutral
5372,1454341447096832000,0.132,0.868,0.0,-0.4215,Negative
5373,1454339916842749952,0.0,0.496,0.504,0.7964,Positive
5374,1454339444933382145,0.0,1.0,0.0,0.0,Neutral
5375,1454339332840456196,0.178,0.467,0.355,0.4404,Positive
5376,1454339243711479810,0.155,0.722,0.124,-0.1531,Negative
5377,1454338843822497792,0.0,0.757,0.243,0.6331,Positive
5378,1454338181806100484,0.093,0.907,0.0,-0.507,Negative
5379,1454338095592079364,0.0,1.0,0.0,0.0,Neutral
5380,1454337711767183363,0.0,1.0,0.0,0.0,Neutral
5381,1454337362146717698,0.199,0.69,0.111,-0.5556,Negative
5382,1454337263182168073,0.1,0.687,0.213,0.3834,Positive
5383,1454337143250173958,0.0,0.729,0.271,0.7783,Positive
5384,1454337127764795396,0.062,0.938,0.0,-0.34,Negative
5385,1454336450409938949,0.0,1.0,0.0,0.0,Neutral
5386,1454336055361036289,0.0,0.806,0.194,0.8844,Positive
5387,1454334300346851329,0.151,0.849,0.0,-0.691,Negative
5388,1454334276753784839,0.0,0.5,0.5,0.4588,Positive
5389,1454334189076160513,0.104,0.634,0.262,0.4537,Positive
5390,1454333620852858884,0.0,0.622,0.378,0.8176,Positive
5391,1454333549905997824,0.0,0.799,0.201,0.8519,Positive
5392,1454331976651968513,0.052,0.862,0.086,0.2732,Positive
5393,1454330674182176768,0.0,0.865,0.135,0.4215,Positive
5394,1454330500148088838,0.0,1.0,0.0,0.0,Neutral
5395,1454329642073088002,0.205,0.286,0.51,0.8126,Positive
5396,1454325061221957644,0.0,1.0,0.0,0.0,Neutral
5397,1454324878161715200,0.0,0.577,0.423,0.296,Positive
5398,1454324367802847239,0.0,0.8,0.2,0.9354,Positive
5399,1454323026535669762,0.0,1.0,0.0,0.0,Neutral
5400,1454322645948764165,0.0,0.791,0.209,0.4404,Positive
5401,1454321545698938885,0.0,1.0,0.0,0.0,Neutral
5402,1454320965790285826,0.0,0.649,0.351,0.4019,Positive
5403,1454320742120624128,0.0,0.649,0.351,0.4019,Positive
5404,1454320371210014725,0.0,0.691,0.309,0.8796,Positive
5405,1454319815363940356,0.0,1.0,0.0,0.0,Neutral
5406,1454318698173329414,0.127,0.694,0.179,0.296,Positive
5407,1454318077089251328,0.0,1.0,0.0,0.0,Neutral
5408,1454317775216734209,0.111,0.741,0.148,0.1779,Positive
5409,1454317332688367616,0.0,0.674,0.326,0.4404,Positive
5410,1454317205529796608,0.039,0.913,0.049,0.1415,Positive
5411,1454316932463792136,0.0,0.863,0.137,0.6908,Positive
5412,1454316245059203075,0.0,0.684,0.316,0.945,Positive
5413,1454316054839128065,0.0,0.651,0.349,0.9324,Positive
5414,1454315746155274244,0.0,0.65,0.35,0.7906,Positive
5415,1454315046964768771,0.356,0.644,0.0,-0.7251,Negative
5416,1454314580851757061,0.154,0.751,0.095,-0.5106,Negative
5417,1454313696994283523,0.155,0.845,0.0,-0.6597,Negative
5418,1454312983056863232,0.0,1.0,0.0,0.0,Neutral
5419,1454311913916039173,0.0,0.539,0.461,0.9571,Positive
5420,1454311907452612612,0.0,1.0,0.0,0.0,Neutral
5421,1454310994172317699,0.0,1.0,0.0,0.0,Neutral
5422,1454309513658572802,0.0,1.0,0.0,0.0,Neutral
5423,1454309486873792513,0.0,1.0,0.0,0.0,Neutral
5424,1454309447409422337,0.0,1.0,0.0,0.0,Neutral
5425,1454309192446009344,0.0,1.0,0.0,0.0,Neutral
5426,1454307952932839427,0.408,0.515,0.076,-0.9525,Negative
5427,1454307901833682949,0.0,1.0,0.0,0.0,Neutral
5428,1454307551852466177,0.0,1.0,0.0,0.0,Neutral
5429,1454307450966970370,0.094,0.844,0.062,-0.3182,Negative
5430,1454307085701713920,0.0,1.0,0.0,0.0,Neutral
5431,1454306756658548741,0.0,1.0,0.0,0.0,Neutral
5432,1454302211861880834,0.0,1.0,0.0,0.0,Neutral
5433,1454301735204233220,0.0,1.0,0.0,0.0,Neutral
5434,1454299420292521990,0.268,0.732,0.0,-0.296,Negative
5435,1454299263454769156,0.179,0.821,0.0,-0.3412,Negative
5436,1454298102542872585,0.0,1.0,0.0,0.0,Neutral
5437,1454298020795727879,0.0,0.76,0.24,0.6249,Positive
5438,1454297882127859721,0.0,0.687,0.313,0.6249,Positive
5439,1454297573557030912,0.0,0.682,0.318,0.8126,Positive
5440,1454296922529796100,0.0,1.0,0.0,0.0,Neutral
5441,1454295714666737667,0.0,1.0,0.0,0.0,Neutral
5442,1454295068681064454,0.0,1.0,0.0,0.0,Neutral
5443,1454295021801426944,0.0,0.695,0.305,0.6908,Positive
5444,1454293664751046657,0.0,1.0,0.0,0.0,Neutral
5445,1454292655379202049,0.0,1.0,0.0,0.0,Neutral
5446,1454292399694520320,0.0,1.0,0.0,0.0,Neutral
5447,1454292120081256451,0.0,0.944,0.056,0.504,Positive
5448,1454292062145323012,0.0,1.0,0.0,0.0,Neutral
5449,1454291387856326656,0.0,1.0,0.0,0.0,Neutral
5450,1454291348169838592,0.0,1.0,0.0,0.0,Neutral
5451,1454289921045368832,0.0,1.0,0.0,0.0,Neutral
5452,1454289769752510465,0.0,0.783,0.217,0.3612,Positive
